mock230-selftest-evidence-v1
wire	osrs239
002282	PASS	GWD KC counter 4 reloads with 0 (got 0)
002283	PASS	map_instance_handle is not restored across relog (got 0)
002284	PASS	gwd_altar_ready is not restored across relog (got 0)
002285	PASS	gwd_private_faction is not restored across relog (got 0)
002286	PASS	nex_contribution_uid is not restored across relog (got 0)
002287	PASS	nex_contribution_damage is not restored across relog (got 0)
002288	PASS	nex_encounter_start is not restored across relog (got 0)
002289	PASS	nex_cough_until is not restored across relog (got 0)
002290	PASS	all four GWD Combat Achievement tier varbits resolve
002291	PASS	base GWD chamber cost is 40 KC, got 40
002292	PASS	Hard-tier private room base fee is 150,000, got 150000
002293	PASS	GWD CA tier 0 lowers KC to 35, got 35
002294	PASS	GWD CA tier 0 sets private fee 150000, got 150000
002295	PASS	GWD CA tier 1 lowers KC to 30, got 30
002296	PASS	GWD CA tier 1 sets private fee 125000, got 125000
002297	PASS	GWD CA tier 2 lowers KC to 25, got 25
002298	PASS	GWD CA tier 2 sets private fee 100000, got 100000
002299	PASS	GWD CA tier 3 lowers KC to 15, got 15
002300	PASS	GWD CA tier 3 sets private fee 75000, got 75000
002301	PASS	all atomic GWD entry resources resolve
002302	PASS	faction 1 duplicate KC entry consumes one exact 40-KC payment (first 1, duplicate 0, left 0)
002303	PASS	faction 2 duplicate KC entry consumes one exact 40-KC payment (first 1, duplicate 0, left 0)
002304	PASS	faction 3 duplicate KC entry consumes one exact 40-KC payment (first 1, duplicate 0, left 0)
002305	PASS	faction 4 duplicate KC entry consumes one exact 40-KC payment (first 1, duplicate 0, left 0)
002306	PASS	faction 5 duplicate KC entry consumes one exact 40-KC payment (first 1, duplicate 0, left 0)
002307	PASS	entry atomically spends KC before one key and rejects the next duplicate
002308	PASS	frozen-key piece is suppressed before the miniquest
002309	PASS	active Frozen Door miniquest awards one guaranteed Armadyl key piece
002310	PASS	owned frozen-key piece suppresses a duplicate drop
002311	PASS	assembled frozen key suppresses replacement pieces
002312	PASS	four frozen-key pieces assemble exactly one key
002313	PASS	duplicate frozen-key assembly creates no second key
002314	PASS	Frozen Door unlock consumes one key and commits state
002315	PASS	duplicate Frozen Door input cannot consume another key
002316	PASS	Nex 25% contribution receives 25/100 pool units, got 25
002317	PASS	Nex MVP receives the floored 10% bonus, got 55
002318	PASS	Nex contribution division floors after multiplication, got 34
002319	PASS	an unmitigated seven-point GWD prayer drain stays seven, got 7
002320	PASS	a GWD prayer drain caps at current Prayer, got 99
002321	PASS	the spectral shield halves an even GWD prayer drain, got 3
002322	PASS	the spectral shield stochastically halves an odd drain, got 4
002323	PASS	Nex common category 0 count A stays in [123,10000], got 7962
002324	PASS	Nex common category 0 count A stays in [123,10000], got 1866
002325	PASS	Nex common category 0 count A stays in [123,10000], got 377
002326	PASS	Nex common category 0 count A stays in [123,10000], got 6085
002327	PASS	Nex common category 0 count A stays in [123,10000], got 4764
002328	PASS	Nex common category 0 count A stays in [123,10000], got 735
002329	PASS	Nex common category 0 count A stays in [123,10000], got 3770
002330	PASS	Nex common category 0 count A stays in [123,10000], got 4737
002331	PASS	Nex common category 0 count A stays in [123,10000], got 7236
002332	PASS	Nex common category 0 count A stays in [123,10000], got 4441
002333	PASS	Nex common category 0 count A stays in [123,10000], got 3967
002334	PASS	Nex common category 0 count A stays in [123,10000], got 783
002335	PASS	Nex common category 0 count A stays in [123,10000], got 6574
002336	PASS	Nex common category 0 count A stays in [123,10000], got 2734
002337	PASS	Nex common category 0 count A stays in [123,10000], got 520
002338	PASS	Nex common category 0 count A stays in [123,10000], got 4024
002339	PASS	Nex common category 0 count B is valid, got 0
002340	PASS	Nex common category 1 count A stays in [1,10000], got 7374
002341	PASS	Nex common category 1 count A stays in [1,10000], got 5753
002342	PASS	Nex common category 1 count A stays in [1,10000], got 5314
002343	PASS	Nex common category 1 count A stays in [1,10000], got 5576
002344	PASS	Nex common category 1 count A stays in [1,10000], got 4280
002345	PASS	Nex common category 1 count A stays in [1,10000], got 1109
002346	PASS	Nex common category 1 count A stays in [1,10000], got 8782
002347	PASS	Nex common category 1 count A stays in [1,10000], got 1497
002348	PASS	Nex common category 1 count A stays in [1,10000], got 3829
002349	PASS	Nex common category 1 count A stays in [1,10000], got 4823
002350	PASS	Nex common category 1 count A stays in [1,10000], got 620
002351	PASS	Nex common category 1 count A stays in [1,10000], got 9878
002352	PASS	Nex common category 1 count A stays in [1,10000], got 2796
002353	PASS	Nex common category 1 count A stays in [1,10000], got 7176
002354	PASS	Nex common category 1 count A stays in [1,10000], got 3292
002355	PASS	Nex common category 1 count A stays in [1,10000], got 9201
002356	PASS	Nex common category 1 count B is valid, got 0
002357	PASS	Nex common category 2 count A stays in [84,876], got 467
002358	PASS	Nex common category 2 count A stays in [84,876], got 301
002359	PASS	Nex common category 2 count A stays in [84,876], got 810
002360	PASS	Nex common category 2 count A stays in [84,876], got 705
002361	PASS	Nex common category 2 count A stays in [84,876], got 350
002362	PASS	Nex common category 2 count A stays in [84,876], got 350
002363	PASS	Nex common category 2 count A stays in [84,876], got 94
002364	PASS	Nex common category 2 count A stays in [84,876], got 850
002365	PASS	Nex common category 2 count A stays in [84,876], got 567
002366	PASS	Nex common category 2 count A stays in [84,876], got 474
002367	PASS	Nex common category 2 count A stays in [84,876], got 167
002368	PASS	Nex common category 2 count A stays in [84,876], got 428
002369	PASS	Nex common category 2 count A stays in [84,876], got 723
002370	PASS	Nex common category 2 count A stays in [84,876], got 643
002371	PASS	Nex common category 2 count A stays in [84,876], got 799
002372	PASS	Nex common category 2 count A stays in [84,876], got 525
002373	PASS	Nex common category 2 count B is valid, got 0
002374	PASS	Nex common category 3 count A stays in [85,986], got 319
002375	PASS	Nex common category 3 count A stays in [85,986], got 793
002376	PASS	Nex common category 3 count A stays in [85,986], got 963
002377	PASS	Nex common category 3 count A stays in [85,986], got 541
002378	PASS	Nex common category 3 count A stays in [85,986], got 730
002379	PASS	Nex common category 3 count A stays in [85,986], got 547
002380	PASS	Nex common category 3 count A stays in [85,986], got 837
002381	PASS	Nex common category 3 count A stays in [85,986], got 571
002382	PASS	Nex common category 3 count A stays in [85,986], got 940
002383	PASS	Nex common category 3 count A stays in [85,986], got 876
002384	PASS	Nex common category 3 count A stays in [85,986], got 699
002385	PASS	Nex common category 3 count A stays in [85,986], got 96
002386	PASS	Nex common category 3 count A stays in [85,986], got 254
002387	PASS	Nex common category 3 count A stays in [85,986], got 893
002388	PASS	Nex common category 3 count A stays in [85,986], got 268
002389	PASS	Nex common category 3 count A stays in [85,986], got 564
002390	PASS	Nex common category 3 count B is valid, got 0
002391	PASS	Nex common category 4 count A stays in [193,10000], got 6072
002392	PASS	Nex common category 4 count A stays in [193,10000], got 9036
002393	PASS	Nex common category 4 count A stays in [193,10000], got 8780
002394	PASS	Nex common category 4 count A stays in [193,10000], got 2715
002395	PASS	Nex common category 4 count A stays in [193,10000], got 8646
002396	PASS	Nex common category 4 count A stays in [193,10000], got 1990
002397	PASS	Nex common category 4 count A stays in [193,10000], got 9347
002398	PASS	Nex common category 4 count A stays in [193,10000], got 354
002399	PASS	Nex common category 4 count A stays in [193,10000], got 9020
002400	PASS	Nex common category 4 count A stays in [193,10000], got 4236
002401	PASS	Nex common category 4 count A stays in [193,10000], got 8050
002402	PASS	Nex common category 4 count A stays in [193,10000], got 5457
002403	PASS	Nex common category 4 count A stays in [193,10000], got 1903
002404	PASS	Nex common category 4 count A stays in [193,10000], got 3246
002405	PASS	Nex common category 4 count A stays in [193,10000], got 912
002406	PASS	Nex common category 4 count A stays in [193,10000], got 8136
002407	PASS	Nex common category 4 count B is valid, got 0
002408	PASS	Nex common category 5 count A stays in [86,592], got 360
002409	PASS	Nex common category 5 count A stays in [86,592], got 406
002410	PASS	Nex common category 5 count A stays in [86,592], got 231
002411	PASS	Nex common category 5 count A stays in [86,592], got 252
002412	PASS	Nex common category 5 count A stays in [86,592], got 381
002413	PASS	Nex common category 5 count A stays in [86,592], got 397
002414	PASS	Nex common category 5 count A stays in [86,592], got 399
002415	PASS	Nex common category 5 count A stays in [86,592], got 433
002416	PASS	Nex common category 5 count A stays in [86,592], got 333
002417	PASS	Nex common category 5 count A stays in [86,592], got 473
002418	PASS	Nex common category 5 count A stays in [86,592], got 266
002419	PASS	Nex common category 5 count A stays in [86,592], got 511
002420	PASS	Nex common category 5 count A stays in [86,592], got 591
002421	PASS	Nex common category 5 count A stays in [86,592], got 555
002422	PASS	Nex common category 5 count A stays in [86,592], got 291
002423	PASS	Nex common category 5 count A stays in [86,592], got 154
002424	PASS	Nex common category 5 count B is valid, got 0
002425	PASS	Nex common category 6 count A stays in [12,283], got 202
002426	PASS	Nex common category 6 count A stays in [12,283], got 128
002427	PASS	Nex common category 6 count A stays in [12,283], got 128
002428	PASS	Nex common category 6 count A stays in [12,283], got 27
002429	PASS	Nex common category 6 count A stays in [12,283], got 270
002430	PASS	Nex common category 6 count A stays in [12,283], got 60
002431	PASS	Nex common category 6 count A stays in [12,283], got 57
002432	PASS	Nex common category 6 count A stays in [12,283], got 161
002433	PASS	Nex common category 6 count A stays in [12,283], got 274
002434	PASS	Nex common category 6 count A stays in [12,283], got 157
002435	PASS	Nex common category 6 count A stays in [12,283], got 102
002436	PASS	Nex common category 6 count A stays in [12,283], got 194
002437	PASS	Nex common category 6 count A stays in [12,283], got 95
002438	PASS	Nex common category 6 count A stays in [12,283], got 268
002439	PASS	Nex common category 6 count A stays in [12,283], got 43
002440	PASS	Nex common category 6 count A stays in [12,283], got 90
002441	PASS	Nex common category 6 count B is valid, got 0
002442	PASS	Nex common category 7 count A stays in [11,29], got 24
002443	PASS	Nex common category 7 count A stays in [11,29], got 14
002444	PASS	Nex common category 7 count A stays in [11,29], got 22
002445	PASS	Nex common category 7 count A stays in [11,29], got 20
002446	PASS	Nex common category 7 count A stays in [11,29], got 21
002447	PASS	Nex common category 7 count A stays in [11,29], got 22
002448	PASS	Nex common category 7 count A stays in [11,29], got 23
002449	PASS	Nex common category 7 count A stays in [11,29], got 18
002450	PASS	Nex common category 7 count A stays in [11,29], got 13
002451	PASS	Nex common category 7 count A stays in [11,29], got 17
002452	PASS	Nex common category 7 count A stays in [11,29], got 24
002453	PASS	Nex common category 7 count A stays in [11,29], got 15
002454	PASS	Nex common category 7 count A stays in [11,29], got 27
002455	PASS	Nex common category 7 count A stays in [11,29], got 14
002456	PASS	Nex common category 7 count A stays in [11,29], got 28
002457	PASS	Nex common category 7 count A stays in [11,29], got 12
002458	PASS	Nex common category 7 count B is valid, got 0
002459	PASS	Nex common category 8 count A stays in [42,2252], got 1433
002460	PASS	Nex common category 8 count A stays in [42,2252], got 1279
002461	PASS	Nex common category 8 count A stays in [42,2252], got 1301
002462	PASS	Nex common category 8 count A stays in [42,2252], got 1867
002463	PASS	Nex common category 8 count A stays in [42,2252], got 1608
002464	PASS	Nex common category 8 count A stays in [42,2252], got 1757
002465	PASS	Nex common category 8 count A stays in [42,2252], got 1715
002466	PASS	Nex common category 8 count A stays in [42,2252], got 1901
002467	PASS	Nex common category 8 count A stays in [42,2252], got 1853
002468	PASS	Nex common category 8 count A stays in [42,2252], got 1255
002469	PASS	Nex common category 8 count A stays in [42,2252], got 1534
002470	PASS	Nex common category 8 count A stays in [42,2252], got 1555
002471	PASS	Nex common category 8 count A stays in [42,2252], got 1067
002472	PASS	Nex common category 8 count A stays in [42,2252], got 673
002473	PASS	Nex common category 8 count A stays in [42,2252], got 1166
002474	PASS	Nex common category 8 count A stays in [42,2252], got 1093
002475	PASS	Nex common category 8 count B is valid, got 0
002476	PASS	Nex common category 9 count A stays in [6,100], got 52
002477	PASS	Nex common category 9 count A stays in [6,100], got 6
002478	PASS	Nex common category 9 count A stays in [6,100], got 58
002479	PASS	Nex common category 9 count A stays in [6,100], got 36
002480	PASS	Nex common category 9 count A stays in [6,100], got 36
002481	PASS	Nex common category 9 count A stays in [6,100], got 20
002482	PASS	Nex common category 9 count A stays in [6,100], got 42
002483	PASS	Nex common category 9 count A stays in [6,100], got 79
002484	PASS	Nex common category 9 count A stays in [6,100], got 95
002485	PASS	Nex common category 9 count A stays in [6,100], got 70
002486	PASS	Nex common category 9 count A stays in [6,100], got 23
002487	PASS	Nex common category 9 count A stays in [6,100], got 53
002488	PASS	Nex common category 9 count A stays in [6,100], got 70
002489	PASS	Nex common category 9 count A stays in [6,100], got 77
002490	PASS	Nex common category 9 count A stays in [6,100], got 36
002491	PASS	Nex common category 9 count A stays in [6,100], got 71
002492	PASS	Nex common category 9 count B is valid, got 0
002493	PASS	Nex common category 10 count A stays in [23,2354], got 148
002494	PASS	Nex common category 10 count A stays in [23,2354], got 480
002495	PASS	Nex common category 10 count A stays in [23,2354], got 2244
002496	PASS	Nex common category 10 count A stays in [23,2354], got 2141
002497	PASS	Nex common category 10 count A stays in [23,2354], got 1280
002498	PASS	Nex common category 10 count A stays in [23,2354], got 2243
002499	PASS	Nex common category 10 count A stays in [23,2354], got 2329
002500	PASS	Nex common category 10 count A stays in [23,2354], got 2085
002501	PASS	Nex common category 10 count A stays in [23,2354], got 1750
002502	PASS	Nex common category 10 count A stays in [23,2354], got 2077
002503	PASS	Nex common category 10 count A stays in [23,2354], got 437
002504	PASS	Nex common category 10 count A stays in [23,2354], got 1496
002505	PASS	Nex common category 10 count A stays in [23,2354], got 1786
002506	PASS	Nex common category 10 count A stays in [23,2354], got 154
